#lon lat str1 dip1 rake1 str2 dip2 rake2 sc iexp name
71.22 36.71 232 30 144 354 73 64 2.572 23 201706220410A
70.54 36.40 290 26 110 88 66 81 1.218 24 201706252330A
70.73 38.73 240 73 -8 332 82 -163 2.213 23 201706260411A
70.81 36.52 108 39 63 321 56 110 3.653 23 201706280350A
70.69 36.31 296 49 152 45 69 44 5.286 23 201707191359A
93.76 24.34 159 65 174 252 85 25 6.598 23 201708021818A
70.81 36.60 253 35 108 51 57 78 2.229 23 201708041851A
82.74 44.40 101 44 118 244 52 66 4.097 25 201708082327A
88.63 35.49 54 82 -6 145 84 -172 1.952 23 201708211120A
74.60 35.24 267 39 -33 24 70 -125 1.461 23 201708232058A
71.19 36.24 260 31 104 64 60 82 3.898 23 201708250727A
82.74 32.24 354 42 -159 248 76 -50 3.673 23 201709010238A
83.45 42.14 263 28 79 96 62 96 2.586 24 201709161011A
95.17 31.88 195 37 -136 67 66 -62 3.585 23 201710120752A
70.56 36.21 122 14 -61 272 78 -97 0.936 24 201710281745A
95.14 29.69 119 24 72 318 67 98 6.432 25 201711172234A
77.45 35.74 332 30 120 118 65 74 7.961 23 201712062329A
70.84 36.62 106 29 107 267 62 81 3.380 23 201712260808A
72.33 38.98 27 78 12 294 78 167 1.968 23 201712271356A
94.41 21.97 130 59 157 232 71 33 4.377 23 201712282023A
95.16 24.56 214 28 102 21 63 84 4.041 24 201801070647A
72.43 38.14 5 43 11 268 83 133 5.097 23 201801090005B
86.94 35.03 339 46 -129 209 56 -57 4.688 23 201801170125A
70.72 36.51 255 28 115 47 65 77 2.897 25 201801310707A
72.38 38.47 116 54 173 211 84 36 3.989 23 201802062154A
86.89 34.92 325 60 -156 222 69 -32 3.674 23 201802142358A
82.11 35.92 347 49 -120 209 49 -60 2.814 23 201802151017A
87.70 30.18 338 43 -142 218 65 -54 3.676 23 201803011727A
70.61 36.46 270 26 54 129 69 106 5.652 23 201803242217A
71.17 36.41 126 28 109 285 64 80 4.224 23 201803301845A
74.50 39.76 193 82 -6 284 84 -172 4.970 23 201804030814A
77.22 40.41 231 36 50 97 63 115 2.404 23 201804121041A
94.70 22.84 139 61 155 242 68 32 7.283 23 201804240408A
70.59 36.72 246 19 139 16 77 75 4.424 23 201804241552A
70.93 36.34 298 56 154 43 69 37 1.182 24 201804281514A
86.94 44.38 100 34 96 273 56 86 1.557 23 201805010314A
96.60 34.57 167 84 -175 76 85 -6 3.110 23 201805041637A
88.86 35.93 83 64 -6 176 85 -154 1.441 23 201805051956A
71.19 37.33 305 53 144 58 62 42 4.121 23 201805060001A
73.51 39.44 32 63 30 287 63 150 1.940 23 201805060317A
96.59 34.58 70 84 2 340 88 174 0.906 24 201805060923A
70.58 33.02 237 9 84 63 81 91 1.613 24 201805090323A
71.25 37.05 108 40 136 234 64 59 4.087 25 201805091041A
70.91 36.51 55 28 83 243 62 94 4.445 23 201805101408A
96.98 26.97 322 39 120 105 57 68 3.551 23 201806020546A
95.17 24.46 250 46 45 125 59 126 1.993 23 201806051633A
78.25 35.96 357 48 -146 243 65 -47 3.847 23 201806061815A
70.32 29.97 198 41 8 102 85 130 7.675 23 201806171421A
73.41 38.43 8 66 -22 107 70 -154 7.165 23 201807121946A
80.97 35.15 341 70 -169 247 80 -20 4.390 23 201807210040A
87.80 30.23 194 28 -21 303 80 -117 1.267 24 201808011546A
92.32 34.94 181 42 -101 16 49 -80 0.867 24 201808030134A
81.04 35.10 338 83 175 69 85 7 1.456 24 201808040404A
77.08 39.52 47 88 1 317 89 178 2.474 24 201809032151A
90.26 26.22 248 72 4 157 87 162 1.487 24 201809120450A
71.06 36.43 357 61 31 250 63 147 3.819 23 201809132131A
70.52 38.55 234 39 84 62 51 95 1.561 23 201809171900A
80.74 34.29 207 48 -33 320 67 -133 1.008 24 201809272113A
89.45 35.73 79 73 -12 173 79 -163 1.802 23 201810061535A
70.46 36.50 124 35 125 264 62 68 3.172 23 201810071352A
89.25 33.46 76 64 -20 176 72 -152 4.589 23 201810180751A
73.75 38.34 41 18 44 268 78 103 9.165 23 201810191325A
87.85 29.96 158 42 -112 6 51 -72 3.889 23 201810221649A
78.00 34.30 25 41 -111 231 52 -73 4.683 23 201810291443A
87.83 30.04 158 37 -95 344 53 -86 3.159 23 201810312309A
84.03 34.10 218 52 -41 336 59 -134 1.665 23 201811022235A
77.66 40.24 225 12 63 73 80 95 2.718 23 201811032136A
93.50 23.93 250 68 1 160 89 158 5.282 23 201811101715A
84.06 34.17 209 47 -38 327 64 -130 1.438 23 201811141711A
81.46 44.75 327 67 157 67 69 24 2.357 23 201811251223A
96.90 27.09 320 49 135 84 58 51 1.509 24 201811281017A
98.91 29.58 218 80 178 308 88 10 5.075 23 201812131532A
70.39 35.96 249 30 33 130 75 116 2.314 23 201812140436A
71.18 36.58 263 40 153 14 73 53 2.576 23 201812170108A
74.76 39.11 281 80 -175 190 85 -10 5.623 23 201812201108A
87.72 30.10 341 50 -125 208 51 -56 5.092 24 201812231932A
77.51 39.87 75 42 103 238 50 79 2.885 23 201901061622A
75.51 39.55 236 28 73 75 63 99 1.084 24 201901120432A
96.40 24.79 35 68 -165 299 76 -23 1.363 23 201901162139A
87.77 30.20 183 37 -77 347 54 -100 4.145 23 201901201428A
87.81 30.21 193 43 -59 333 54 -116 1.910 23 201901201506A
83.39 46.78 236 38 56 98 59 114 4.551 23 201902012154A
70.60 36.36 280 23 108 81 68 83 4.072 24 201902021204A
74.20 35.11 242 49 154 350 71 44 1.068 24 201902051647A
96.52 27.13 356 45 129 127 56 58 5.483 23 201902100322A
97.37 38.54 87 86 -1 177 89 -176 4.116 23 201902200340A
70.16 30.87 260 78 175 351 85 12 1.619 23 201903251125A
90.94 38.37 327 38 104 130 54 80 2.240 23 201903272136A
94.41 25.48 79 62 2 348 88 151 5.925 23 201904040745A
89.30 32.23 323 73 -175 232 86 -17 1.565 23 201904141831A
94.67 28.35 208 9 21 97 87 99 1.769 25 201904232015A
97.42 39.14 119 44 89 301 46 91 3.559 23 201904272027A
73.78 39.10 277 67 -167 182 78 -23 1.878 23 201904290023A
95.81 26.02 288 57 23 185 71 145 0.920 24 201905041104A
87.76 30.20 209 56 -41 325 57 -139 3.284 23 201905260144A
87.77 30.30 204 30 -25 316 78 -117 2.132 23 201905260209A
71.66 39.30 21 46 58 243 53 119 1.492 23 201907010114A
91.32 31.63 182 39 -109 25 54 -76 1.327 23 201907151741A
93.04 27.44 270 27 134 43 71 70 2.129 24 201907190922A
92.99 27.67 187 12 47 51 81 98 2.941 23 201907192254A
71.02 36.44 34 56 43 276 56 137 2.463 23 201907270656A
71.17 36.68 170 20 85 355 70 92 6.535 23 201908041904A
70.03 36.50 290 12 107 93 79 86 8.045 24 201908080045A
71.57 37.03 238 41 17 135 79 130 1.019 24 201908100643A
70.64 36.42 277 24 80 108 66 94 6.731 23 201908160209A
95.61 22.67 7 75 170 99 81 15 2.294 24 201908311509A
70.57 36.43 288 30 58 143 65 107 2.653 23 201909031234A
75.87 32.92 300 35 92 118 55 89 2.988 23 201909090640A
70.46 36.56 297 51 138 57 58 47 4.181 23 201909120922A
73.85 32.83 246 10 52 105 82 96 4.176 24 201909241101A
88.79 38.00 353 73 175 85 85 17 2.297 23 201909271058A
70.64 36.46 267 20 70 107 71 97 4.395 23 201910091044A
70.54 36.49 275 24 71 115 67 98 5.390 23 201910140111A
78.75 41.22 91 43 114 240 51 70 2.803 23 201910270529A
89.01 35.22 70 87 1 340 89 177 3.486 23 201911012236A
70.05 36.54 214 17 24 102 83 105 6.085 23 201911052052B
71.30 36.32 292 33 -172 195 86 -57 2.968 23 201911140923A
81.16 29.22 290 31 103 95 60 82 2.625 23 201911191330A
94.05 45.88 86 81 2 356 88 171 1.920 23 201911250222A
96.06 23.10 3 65 173 95 84 25 0.999 24 201911281439A
