#EVID      lat         lon       depth[km]  erLat[m] erLon[m] erdep[m]   yy mm dd hh mi sec     Mlv T    RMS GAP MDist Nob
201408008  26.314883   92.348900    54.906   53074.2  12052.9  25318.7 2014 08 18 18 45 24.834  2.5 T  0.110 248  96.1   7
201408009  27.680390   92.378425    15.492    3363.3   2501.2   3040.6 2014 08 20 08 04 57.077  4.3 T  0.161 281  88.5   9
201408010  26.819473   93.106045    41.781    9639.6   2971.4   4792.6 2014 08 21 00 32 31.326  3.9 T  0.097 282 155.6  11
201408011  26.106821   90.312285    23.891    2393.9   5395.4  16929.2 2014 08 21 10 41 08.555  3.0 T  0.153 265 101.7   9
201408012  28.158768   87.977214    95.961    3292.5   2756.9   7303.3 2014 08 22 15 59 37.254  4.4 T  0.310 287 173.8  16
201408013  25.853707   90.142017    43.070    2329.5   1918.5   5387.5 2014 08 22 21 51 50.758  3.2 T  0.276 232 125.4  10
201408014  27.691039   91.272657    14.281     991.1   1663.4   4010.1 2014 08 23 04 09 39.968  3.0 T  0.084 200  21.7  11
201408015  26.644996   91.165098    40.883    1059.9   3163.5   4305.5 2014 08 23 17 52 22.465  2.3 T  0.121 241  48.8   8
201408016  27.659502   91.185731    17.426     518.9    700.7   1499.1 2014 08 23 19 36 06.662  3.6 T  0.151  98  29.3  17
201408017  27.672199   91.193442    20.336    1406.7   1458.2   3314.9 2014 08 23 19 40 22.391  2.4 T  0.142 233  28.7   9
201408018  27.669741   91.186489    18.266     755.1   1329.9   2922.2 2014 08 24 07 56 50.792  2.9 T  0.138 188  29.3  11
201408019  27.137710   88.973367    23.207    1734.9    996.3   1556.2 2014 08 26 00 33 25.682  3.4 T  0.281 284  62.8  12
201408020  27.082827   90.373468    23.363     726.9   1125.1   1701.3 2014 08 28 20 13 29.133  1.8 T  0.092 172  26.8   8
201408021  27.341676   90.045346    11.957     511.1    627.6   2390.5 2014 08 31 18 00 26.102  3.1 T  0.157  66  24.8  13
201408022  27.496084   92.044213    -3.297    4342.4   2800.8   6517.1 2014 08 31 18 02 48.073  3.0 T  0.064 301  57.6   6
201409001  25.745580   90.251474    22.289    2137.7   2269.6   5227.9 2014 09 03 05 42 27.957  3.7 T  0.174 290 140.6  11
201409002  25.954461   90.408186    30.219    2550.3   5399.7  15292.4 2014 09 06 11 52 25.705  3.4 T  0.142 274 120.3   8
201409003  26.692507   92.631416    49.477    3425.4   1819.6   2327.9 2014 09 07 02 15 17.003  4.0 T  0.103 259 111.5   8
201409004  25.917600   90.852200    41.508    1708.1   1714.0   3836.0 2014 09 08 18 30 32.742  3.4 T  0.079 217 108.0   7
201409005  26.574550   89.584755    25.023    1366.2   2303.5   2242.3 2014 09 08 20 49 00.002  2.9 T  0.254 278  31.9   9
201409006  26.202661   92.288228    49.867    4802.9   1648.5   2795.7 2014 09 11 11 58 36.101  3.7 T  0.160 238  82.4  10
201409007  26.037604   90.272054    30.004     728.0   1039.0   1688.5 2014 09 12 07 56 44.511  4.9 T  0.178 214 108.6  20
201409008  27.514105   92.568149    85.844    9169.0   6405.8  10447.8 2014 09 13 03 31 30.220  4.6 T  0.200 278 114.7  10
201409009  27.053748   88.423331    26.859    3825.9   2911.0   8860.1 2014 09 15 08 07 06.605  3.4 T  0.140 313 115.1   8
201409010  27.423180   91.117121     0.023     631.2   1001.7   5194.6 2014 09 15 23 36 35.453  2.5 T  0.060 111  42.1   7
201409011  25.253277   92.810632    94.594    6225.2   5085.8  22993.1 2014 09 20 13 17 08.104  5.1 T  0.438 317 226.5   9
201409012  26.984940   92.616245    48.891    8908.5   2515.2  19242.9 2014 09 20 21 09 19.151  3.0 T  0.097 262 106.4   7
201409013  27.266724   92.251126    16.078    7845.9   5896.0   7591.9 2014 09 27 21 14 46.643  3.0 T  0.014 280  73.2   5
201409014  26.031460   90.662468    25.141     934.2   3538.4   7442.2 2014 09 28 19 31 02.204  3.3 T  0.119 269 131.8  11
201410001  27.220852   91.355037    -3.766   11255.1   1285.6   5768.2 2014 10 04 12 52 46.058  2.0 T  0.024 277  16.6   5
201410002  25.779165   90.514754    36.703    1057.8   2594.1   7285.8 2014 10 09 08 21 44.800  3.7 T  0.200 283 152.5  12
201410003  26.018354   90.290550    22.016    1518.1   2891.3   8062.9 2014 10 11 11 13 58.200  3.9 T  0.139 214 117.8  11
201410005  27.374851   88.721742    19.359    4571.7   1589.6  11234.6 2014 10 15 03 43 54.781  2.8 T  0.173 295  84.4   7
201410006  27.253618   91.399518    18.734    1024.1    617.5   1592.4 2014 10 15 13 30 15.512  3.9 T  0.208  90  11.2  16
201410007  26.878452   89.206242     2.719   11575.3   1798.0  11806.5 2014 10 15 16 59 45.352  2.3 T  0.047 304  35.9   6
201410008  27.248294   91.372524    14.652    1510.9    592.1   3753.0 2014 10 15 18 03 39.712  2.8 T  0.126 102  14.0  13
201410009  26.327170   89.866384    35.883    2156.8   2283.7   7443.8 2014 10 15 20 56 23.875  3.3 T  0.300 220  66.2  15
201410010  28.918931   89.236360    95.961    3732.3   2952.5   3615.8 2014 10 16 14 13 14.120  3.5 T  0.247 252 123.0  11
201410011  26.367308   89.925134    22.094    2086.1   2897.5  10861.1 2014 10 21 04 35 09.382  2.8 T  0.107 258  65.2   8
201410012  28.186619   89.956070    12.914    1058.3   3132.1   4275.1 2014 10 23 17 34 44.270  2.9 T  0.239 271  39.3  10
201410013  25.251638   92.932869    49.516    8139.0   7289.9   3075.8 2014 10 24 00 05 44.811  5.3 T  0.394 308 114.1  13
201410015  27.913026   91.981992    15.727    2031.7   1678.3   2467.3 2014 10 24 05 56 43.763  4.4 T  0.150 205  58.3  15
201410016  27.214299   88.818264    36.234    5497.6   2398.4   6260.1 2014 10 29 19 05 03.899  3.9 T  0.218 292  75.7  11
201410017  27.646805   91.286215    21.547    1176.2   1905.8   2465.9 2014 10 29 22 40 49.834  2.2 T  0.097 213  19.3   8
201410018  26.472567   90.359048    25.082     791.6   1324.2   4600.2 2014 10 30 03 47 55.646  4.0 T  0.137 174  87.9  15
201410019  26.463966   92.776773    44.359    7637.3   2312.2   1951.0 2014 10 30 14 54 39.201  3.7 T  0.142 267 133.6  10
201411001  27.331436   90.380793    10.414     685.3    941.9   5162.8 2014 11 01 16 36 03.897  1.9 T  0.066 153  30.0   7
201411002  26.785070   93.972383     0.141    5709.4   2170.8   5853.3 2014 11 02 05 40 58.602  4.6 T  0.220 278 241.7  12
201411003  26.857973   89.747747    16.117    2356.4   1308.9   5995.4 2014 11 02 23 15 07.520  3.1 T  0.100 183  17.8  12
201411004  27.420313   91.397411    17.230    1125.1    668.1   1502.0 2014 11 03 05 00 38.381  4.0 T  0.168 125  19.3  15
201411005  26.465605   91.659549    41.781    3310.6   3457.5   3624.5 2014 11 04 22 18 24.418  2.2 T  0.175 318  52.9   8
201411006  27.250341   91.333150     8.734   15074.2   1184.8   7015.7 2014 11 06 18 25 30.158  1.2 T  0.034 239  17.7   6
201411007  26.377957   89.899022    27.992    2208.8   2529.0   7405.3 2014 11 07 20 26 21.549  2.3 T  0.150 259  62.8  10
201411008  25.574380   94.974468    -0.094    6517.6   5161.8  25350.0 2014 11 08 17 06 55.389  4.8 T  0.356 310 312.5  13
201411009  26.859611   89.744982    16.352    2279.7   1050.0   5579.1 2014 11 09 13 42 23.418  2.9 T  0.115 183  17.6  12
201411010  27.320788   91.552190     9.750    1342.1    534.4   1146.3 2014 11 12 22 46 05.802  2.8 T  0.103 192   6.2  13
201411011  27.251570   91.378078    15.316    1722.5    658.3   4650.0 2014 11 14 17 22 56.909  2.3 T  0.066 101  13.3  10
201411012  27.251980   91.380155    14.906    1859.6    667.7   5135.3 2014 11 14 17 24 31.466  2.0 T  0.046 111  13.1   7
201411013  27.643119   90.371439    15.902     496.4   1001.1   1457.4 2014 11 17 02 06 35.140  3.8 T  0.114  83  24.5  14
201411014  27.641071   90.377683    13.617     833.6   2404.9   3524.5 2014 11 17 21 08 31.704  2.0 T  0.132 198  25.0   7
201411015  27.127470   91.412307     9.281   10731.2   1016.7   5178.2 2014 11 18 18 56 22.994  0.9 T  0.065 217  12.9   6
201411016  27.587418   90.196827     3.441     508.9    912.8   1846.6 2014 11 18 21 12 56.085  2.4 T  0.156 132   6.7  13
201411017  28.253789   87.947071    95.961    4073.7   3422.3   4270.9 2014 11 19 17 27 30.015  3.9 T  0.400 288 178.5  11
201411018  27.281059   91.397666    14.418    2001.9    673.6   2861.6 2014 11 21 10 56 41.447  2.5 T  0.053 101  11.1   9
201411019  27.647625   90.349934     0.023     858.0   1564.1   6512.3 2014 11 23 17 34 26.872  2.3 T  0.060 151  37.8   7
201411020  27.652539   90.358250    10.023     662.9   1028.0   4602.9 2014 11 23 17 42 14.905  2.7 T  0.088  84  37.0   9
201411021  27.651311   90.357558     9.926     538.0    921.0   3363.6 2014 11 23 17 45 02.719  2.7 T  0.130  84  37.0  10
201411022  27.648853   90.364497    12.816     590.7   1018.7   3095.5 2014 11 23 17 59 50.026  2.8 T  0.075  84  36.4  10
201411023  27.228225   89.996755    19.633    1370.2   1666.3   8538.0 2014 11 23 20 33 06.348  1.9 T  0.016 167  42.8   6
201411024  27.653768   90.361717    12.855     577.4   1019.1   3016.4 2014 11 23 23 02 27.071  2.9 T  0.132  84  36.6  10
201411025  27.198736   88.966316    25.023    2766.6   1323.4   2920.8 2014 11 24 17 53 11.461  2.9 T  0.091 281  61.7   9
201411026  27.639433   90.352719     0.023     914.6   1483.1   6909.9 2014 11 24 19 37 08.949  2.3 T  0.040 149  37.6   8
201411027  27.640252   90.354105    -0.016    1008.1   1699.9   7156.4 2014 11 25 14 40 45.070  2.1 T  0.071 149  37.5   7
201411028  27.202012   88.941404    24.086    3895.8   1252.2   4829.3 2014 11 25 21 32 26.726  4.7 T  0.153 283  64.0  11
